Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,MRP,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Breadth (product.metafields.custom.breadth),Dexterity (product.metafields.custom.dexterity),Gender (product.metafields.custom.gender),Grade (product.metafields.custom.grade),Height (product.metafields.custom.height),HSN Code (product.metafields.custom.hsn_code),Kit Options (product.metafields.custom.kit_options),Knob Adjuster (product.metafields.custom.knob_adjuster),Length (product.metafields.custom.length),Materials (product.metafields.custom.materials),Material Quality (product.metafields.custom.material_quality),Pack Size (product.metafields.custom.pack_size),Profile (product.metafields.custom.profile),Sizes (product.metafields.custom.sizes),Size Chart (product.metafields.custom.size_chart),Type (product.metafields.custom.type),Weight (product.metafields.custom.weight),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Autograph type (product.metafields.shopify.autograph-type),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Ball material (product.metafields.shopify.ball-material),Ball size (product.metafields.shopify.ball-size),Bat material (product.metafields.shopify.bat-material),Body area (product.metafields.shopify.body-area),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Cricket equipment included (product.metafields.shopify.cricket-equipment-included),Earplug use (product.metafields.shopify.earplug-use),Exercise equipment included (product.metafields.shopify.exercise-equipment-included),Eyewear frame color (product.metafields.shopify.eyewear-frame-color),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Hammer head material (product.metafields.shopify.hammer-head-material),Hand side (product.metafields.shopify.hand-side),Handle material (product.metafields.shopify.handle-material),Handwear material (product.metafields.shopify.handwear-material),Headwear features (product.metafields.shopify.headwear-features),Heel height type (product.metafields.shopify.heel-height-type),Ice pack type (product.metafields.shopify.ice-pack-type),Lens polarization (product.metafields.shopify.lens-polarization),Material (product.metafields.shopify.material),Occasion style (product.metafields.shopify.occasion-style),Racket balance (product.metafields.shopify.racket-balance),Racket head shape (product.metafields.shopify.racket-head-shape),Racket material (product.metafields.shopify.racket-material),Recommended skill level (product.metafields.shopify.recommended-skill-level),Resistance level (product.metafields.shopify.resistance-level),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Signature placement (product.metafields.shopify.signature-placement),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Spinner type (product.metafields.shopify.spinner-type),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Swing style (product.metafields.shopify.swing-style),Tape material (product.metafields.shopify.tape-material),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Toy/Game material (product.metafields.shopify.toy-game-material),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traditional-series-limited-edition-batting-gloves,TRADITIONAL SERIES LIMITED EDITION BATTING GLOVES,"<p>• Super soft pittard leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote /cotton fingers<br>
• A premium sausage/plastozote filling makes<br>
this gloves top professional player choice<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of towel</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46883874,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
superlite-series-countylite-batting-gloves,SUPERLITE SERIES COUNTYLITE BATTING GLOVES,"<p>• Cotton palm for snug fit and comfort<br>
• Light weight PVC covered pre-shaped<br>
plastozote fingers<br>
• Single sided sweat band<br>
• Wrist tab fitted with 50mm velcro</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46851106,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
superlite-series-clublite-batting-gloves,SUPERLITE SERIES CLUBLITE BATTING GLOVES,"<p>• Leather palm for snug fit and comfort<br>
• Light weight PVC covered pre-shaped<br>
plastozote fingers<br>
• Fibre in two front fingers<br>
• Mesh gusset for air ventilation<br>
• Single sided sweat band<br>
• Wrist tab fitted with 50mm velcro</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46818338,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
superlite-series-platino-batting-gloves,SUPERLITE SERIES PLATINO BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight PVC covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Single sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46752802,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
superlite-series-superlite-batting-gloves,SUPERLITE SERIES SUPERLITE BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46720034,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
superlite-series-dragon-batting-gloves,SUPERLITE SERIES DRAGON BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of towel</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46687266,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
pro-series-aerolite-batting-gloves,PRO SERIES AEROLITE BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of to</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46654498,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
pro-series-hitech-batting-gloves,PRO SERIES HITECH BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of towel</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46588962,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
pro-series-matrix-batting-gloves,PRO SERIES MATRIX BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of towel</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46523426,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
pro-series-gladiator-batting-gloves,SS Pro Series Gladiator Batting Gloves,<p>• Super soft sheep leather palm for snug fit and<br>comfort<br>• Light weight korean PU covered pre-shaped<br>plastozote fingers<br>• Pre bent fibre in two front fingers<br>• Fiber inserts on top of every finger for extra<br>protection<br>• Mesh gusset for air ventilation<br>• Reinforced padded palm panel<br>• Soft back on the inside of the back hand for<br>flexibility and comfort<br>• Double sided sweat band<br>• Embossed wrist tab fitted with 50mm velcro<br>• Inside lining of towel</p>,SS,Sporting Goods > Athletics > Cricket > Cricket Protective Gear > Cricket Gloves & Mitts,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46490658,,,,FALSE,,,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,unlisted
pro-series-elite-batting-gloves,PRO SERIES ELITE BATTING GLOVES,"<p>• Super soft sheep leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of towel</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46457890,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
pro-series-millenium-pro-batting-gloves,PRO SERIES MILLENIUM PRO BATTING GLOVES,"<p>• Super soft pittard leather palm for snug fit and<br>
comfort<br>
• Light weight korean PU covered pre-shaped<br>
plastozote fingers<br>
• Pre bent fibre in two front fingers<br>
• Fiber inserts on top of every finger for extra<br>
protection<br>
• Mesh gusset for air ventilation<br>
• Reinforced padded palm panel<br>
• Soft back on the inside of the back hand for<br>
flexibility and comfort<br>
• Double sided sweat band<br>
• Embossed wrist tab fitted with 50mm velcro<br>
• Inside lining of towel</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46425122,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
smile-ball,SS Smiley Ball set of 3,"<p><strong>SS Smiley Ball</strong></p>
<ul>
<li>Net Quantity: 3 Ball</li>
</ul>",SS,Toys & Games > Toys > Activity Toys > Bouncy Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,300,,0,TRUE,TRUE,,,,,'46359586,,,,FALSE,,,3733,,,,,,,,,,,,,,,,,,,,,,3-pack,bowling,,,practice-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,unlisted
ton-elite-cricket-ball,Ton Elite Cricket Leather Ball (Pack of 1),"<p><strong>Ton Elite Cricket Leather Ball Four-Piece (Pack of 1)</strong></p>
<ul>
<li>Net Quantity: 1 Ball</li>
<li>Best quality four piece.</li>
<li>Selected Leather.</li>
<li>Tennis cork.</li>
<li>Hand Stitched</li>
<li>Red Colour &amp; 156g.</li>
<li>Pride to made in India.</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,580,,0,TRUE,FALSE,,,,,'46326818,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/TONEliteCricketLeatherBallFour-Piece-1_6a2401d2-49f0-4ee1-b832-461471e8d393.webp?v=1769433630,1,,FALSE,,,3870,,,,,,,,,,,,,,,,9506.69,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,leather; cork,adults,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ton-smaсker-cricket-ball,SS Ton Smacker Leather Ball,"<ul>
<li>Net Quantity: 1 Ball</li>
<li>Selected Leather</li>
<li>Readymade 1st cork</li>
<li>Red Colour &amp; 156g</li>
<li>Hand Stitched</li>
<li>Best quality four piece</li>
<li>Pride to made in India</li>
<li>Manufactured and Marketed by: Sareen Sports Industries</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,840,,0,TRUE,TRUE,,,,,'46294050,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Ball---Ton-Smacker.jpg?v=1764258854,1,,FALSE,,,,,,,,,,,,,,,,unisex,,,,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,leather,adults,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ton-super-cricket-ball,TON SUPER CRICKET BALL,"<p>-Best quality four piece.<br>
-Selected Leather.<br>
-Readymade 1st cork.<br>
-Red Colour &amp; 156g<br>
-Hand Stitched</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46261282,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
poly-tuff-cricket-ball,SS Poly Tuff Cricket Ball,,SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,250,,0,TRUE,TRUE,,,,,'46162978,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPolyTuffCricketBall_1.png?v=1771450492,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,,,bowling,,,practice-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
reaction-ball-big,REACTION BALL BIG,<p>BIG</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46130210,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
reaction-ball-small,REACTION BALL SMALL,<p>SMALL</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'46097442,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
multi-raction-ball-cricket-ball,SS Multi Reaction Cricket Ball,"<p><strong>SS Multi Reaction Cricket Ball</strong></p>
<ul>
<li>Net Quantity: 4 Ball</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,270,,0,TRUE,TRUE,,,,,'45933602,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SS_Reaction_Ball.png?v=1771325245,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,,,bowling,,,practice-ball,,,,,,,,,,,,,,,,rubber,,,,,,multicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
cordy-seamer-cricket-ball,CORDY SEAMER CRICKET BALL,<p>HANGING BALL</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45900834,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
tennis-ball-heavy,SS Ball Soft Pro Tennis Ball Light,"<p><strong>SS Ball Soft Pro Tennis Ball Light</strong></p>
<ul>
<li>Net Quantity: 6 Ball</li>
<li>Tennis Ball</li>
<li>ideal for indoor play.</li>
<li>Lightweight</li>
<li>Tennis-ball</li>
<li>Pride to made in India.</li>
</ul>",SS,Sporting Goods > Athletics > Tennis > Tennis Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,500,,0,TRUE,TRUE,,,,,'45868066,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSBallSoftProTennisBallLight_1.png?v=1771036866,1,,FALSE,,,3113,,,,,,,,,,,,,,,,,,,,,,6-pack,bowling,,,tennis-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
tennis-ball-light,SS Plastic Ball light set of 3,"<ul>
<li>Net Quantity: 3 Ball</li>
</ul>",SS,Home & Garden > Lighting > Light Ropes & Strings,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,4,,0,TRUE,TRUE,,,,,'45802530,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPlasticBalllightsetof3-1_a179d0d3-27ab-4a7a-9362-2adeae1b80fc.webp?v=1769419529,1,,FALSE,,,2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,unlisted
tennis-ball-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPlasticBalllightsetof3-2_07e0b405-c6d8-4613-9f8a-b9dfd6444032.webp?v=1769419529,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowling-machine-big-dot,BOWLING MACHINE BIG DOT,<p>BIG DOT</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45736994,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
bowling-machine-small-dot,BOWLING MACHINE SMALL DOT,<p>SMALL DOT</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45704226,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
swing-ball-with-seam,SS Swing Ball With Seam Cricket Balls,,SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,270,,0,TRUE,TRUE,,,,,'45671458,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSwingBallWithSeamCricketBalls_1.png?v=1771450496,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,,,bowling,,,,156-g,,,,,,,,,,,,,,,cork; rubber; leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
swing-ball-with-seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSSwingBallWithSeamCricketBalls_2.png?v=1771450496,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swinger-cricket-ball,SWINGER CRICKET BALL,<p>MADE FROM BEST MATERIAL</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45638690,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
club-pink-cricket-ball,SS Ball Club Pink Cricket Ball Four-Piece (Pack of 1),"<p><strong>SS Ball Club Pink Cricket Ball Four-Piece (Pack of 1)</strong></p>
<ul>
<li>Net Quantity: 1 Ball</li>
<li>Excellent quality four piece.</li>
<li>Selected Leather.</li>
<li>Moulded granulated cork and rubber.</li>
<li>Selected Alum tanned.</li>
<li>Pink Colour &amp; 156g.</li>
<li>Pride to made in India.</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,650,,0,TRUE,TRUE,,,,,'45605922,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SS_Yorker_Cricket_Ball_Four-Piece_1.png?v=1771035777,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,leather; rubber; cork,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
wind-light,WIND LIGHT,<p>LIGHT</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45573154,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
wind-ball-heavy,WIND BALL HEAVY,<p>HEAVY</p>,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45507618,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
wind-seamer-cricket-ball,SS Wind Seamer Cricket Ball,<p>Made from Best Material</p>,SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,240,,0,TRUE,TRUE,,,,,'45474850,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSWindSeamerCricketBall_1.png?v=1771450804,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,,,bowling,,,practice-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
hanging-ball,SS Hanging Cricket Ball,"<ul>
<li>Net Quantity: 2 Ball</li>
<li>Hanging Ball</li>
<li>String attached for training.</li>
<li>Lightweight</li>
<li>Cricket Practice ball</li>
<li>Manufactured and Marketed by: Sareen Sports Industries</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Training Aids,,New,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,470,,0,TRUE,TRUE,,,,,'45442082,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Ball---SS-Hanging.jpg?v=1764258621,1,,FALSE,,,,,adult,,,,,,,,,,,unisex,,,,,,,,,,bowling,,,practice-ball,,,,,,,,,,,all-ages,,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
